for,341
folded,4
much,102
trying',1
menai,1
these',1
parchment,2
sulkily,5
sentenced,1
engines,1
jabberwock,3
glancing,1
only,140
partner',1
stigand,1
blotting,1
gryphon:,3
means',1
together,17
ones,9
slightest,1
riding,3
therell,2
hour,3
latitude,2
'stupid,2
ever,40
deafened,1
stood,23
months,3
mystery,1
good-bye,6
discouraged,1
home,8
uncomfortable,8
all:,4
handwriting',1
didn't',3
evidently,6
rude,2
bird,4
king',1
fit,8
stay',1
tipped,1
content,3
bolsters,1
across,13
succeed,2
signed,2
writhing,1
lately,1
feared,3
horses,11
'pepper,1
hes,8
feed,2
buttercup,1
cake,7
nightcap,2
shell,3
wouldn't,12
house,33
balances,1
window,11
annoy,1
obstinacy,1
saw,28
'fury,1
em,5
macassar,1
'explanations,1
unusually,1
waistcoat-pocket,2
rats,1
shed,3
rome,2
'your,2
doubled-up,1
wear,2
buttons,3
size,13
confusion,7
peep,1
washing,3
flappers,1
'was,1
encouraged,2
sudden,16
rules,5
unsatisfactory,2
verbs,2
'talking,1
cunning,1
difficulties,1
'i've,14
honours,1
bones,2
we,54
frosts,1
bound,3
bird',1
improve,1
decision:,1
stairs,5
thatched,1
sends,1
bleat,1
driest,1
fitted,3
owl,3
begins,5
am,29
cartwheels,1
theirs,1
poetry,10
uffish,1
room,24
seaography:,1
dormouse's,1
choking,3
figure',2
dancing,5
snowed,1
moment',1
pig',3
jam,8
confusing,3
'same,1
which',1
callooh,1
loudly,3
far',2
fifty,2
forehead,2
suet,1
fireplace,3
bother,1
lamps,1
gyroscope,1
slices,2
collar,4
remarks',1
whistle,2
everybody,12
straightening,1
turtle:,3
works,3
waiter,1
viii,2
william',3
fifteen,1
e,7
comfort,7
loose,2
dogs,3
gravely:,2
doing,9
beheading,1
suddenly:,3
start,2
bran:,1
pudding-courses,1
six,7
banks,1
whiskers,5
roots,1
learning,3
exclamation,1
minutes,16
lose,6
precious,2
'he's,1
'fetch,2
wander,1
touched,2
noise,8
should,59
knight:,1
remain,7
subject',1
grass-plot,1
murdering,1
rubbing,5
interrupted:,3
thirty-times-three,1
with,396
cleared,2
safe,3
lacie,1
sweet-tempered,1
strings:,1
fire,11
human,1
walked,19
ticket,1
cardboard,1
bite',1
flower,2
eagerly:,2
paw,10
'important',1
division,1
leaves,10
hurricane,1
loving,1
alarm,8
crawling,2
sat,30
butterfly,2
scene,1
mock,56
cinders,2
accustomed,1
eht,4
bitter,2
pull,2
ideas,2
capering,1
on,424
mulberry,1
name:,1
corkscrews,1
old,42
'wake,2
call,20
vanished,7
eye,12
witness',5
happen',1
cottages,1
ate,4
est,1
hunt,1
laid,5
hearth,2
flock,1
wine',2
'however,1
chattering,1
completely,2
boiling,2
bent,2
refused,1
kisses,1
intend,1
two',1
proud,6
stepped,1
judy,1
m,3
whiter,1
crust,1
fanning,2
banks:,1
distinguish,1
ends,3
pen,1
things:,1
look-out,1
anybody,5
baked,1
earnestly,2
grins,1
honestly,1
fluttering,1
stroked,1
another:,1
cheeks,4
day,37
elbow',1
engine,2
delay,1
guessed,4
rearing,1
'right,1
stretching,3
girl',1
teach,1
delightful,2
prizes,1
names',1
wishing,1
caught,13
handle,2
choked,4
hunting,3
table-cloth,1
schoolboys,1
'write,1
near,22
thin,4
broke,5
upsetting,1
pronounced,2
satisfied,2
'take,2
rapped,1
'not,11
speech,6
'beautiful,2
commotion,1
effort,2
royal,2
soo,6
lovely,6
begin',4
instance,7
air,27
habit,2
ham,1
roared,1
'their,1
jaw,1
expecting,4
orders,1
book',2
clearer,1
late:,1
likely,10
sisters,1
invited',1
porpoise',2
rhyme,1
lasted,2
camomile,1
must',1
yonder,2
cur,1
each,28
there,173
takes,3
nohow,5
interrupted,21
whispered:,1
frightening,1
spoken,6
entangled,3
failed:,1
woe,1
ending,1
difficult,4
sounds,7
sigh,7
silence,28
important',1
hedgehog,7
mimsy,4
chin:,1
remains,2
hideous,1
softly,3
